Permit Number,Owner Name,Operating Name,Street,City,State,Zip,Zip4,County
OR-W-401,"Weisinger's Of Ashland, Inc.", ,3150 Sisiyou,Ashland,OR,97520,9172,Jackson
OR-W-408,Eric Thomas Aberg,Kristin Hill Winery,3330 Se Amity Dayton Hwy,Amity,OR,97101,2003,Yamhill
OR-W-411,"D. & J. F. Cellars, Inc.",Duck Pond Cellars,23145 Highway 99 W,Dundee,OR,97115,9126,Yamhill
OR-W-412,"Secret House Winery, Inc.", ,88324 Vineyard Ln,Veneta,OR,97487,9406,Lane
OR-W-414,"St. Josef's Wine-Cellars, Inc.", ,28836 S Barlow Rd,Canby,OR,97013,9549,Clackamas
OR-W-415,Matthew Stanley Kinne And Holly L. Kinne,Mckinlay Vineyards,7120 Earlwood Rd,Newberg,OR,97132,0,Yamhill
OR-W-417,"Chateau Bianca, Inc.",Chateau Bianca,17485 Highway 22,Dallas,OR,97338,9315,Polk
OR-W-420,John S. Thomas,Acme Wineworks,13300 Ne Kinney Rd,Newberg,OR,97132,6752,Yamhill
OR-W-423,Linde G. Kester And Sharon K. Kester,Chateau Lorane,27415 Siuslaw River Rd,Lorane,OR,97451,9729,Lane
OR-W-427,"Cristom Vineyards, Inc.",Cristom Vineyards,6905 Spring Valley Rd Nw,Salem,OR,97304,9779,Polk
OR-W-429,"L.D. Miller Enterprises, Inc.",Stangeland Winery,8500 Hopewell Rd Nw,Salem,OR,97304,9761,Polk
OR-W-433,"Northwest Wine Company, Inc.",John Michael Champagne Cellars,1425 Humbug Creek Rd,Jacksonville,OR,97530,9525,Jackson
OR-W-436,"Rainsong Vineyards, Inc.", ,92989 Templeton Rd,Cheshire,OR,97419,9722,Lane
OR-W-437,Norvin R. Cooley,Oregon Cascade Winery,20046 S Redland Rd,Oregon City,OR,97045,9692,Clackamas
OR-W-439,"Torii Mor Winery, L.L.C.",Torii Mor Winery,18365 Ne Fairview Dr,Dundee,OR,97115,1111,Yamhill
OR-W-441,"Girardet Wine Cellars, Inc.",Girardet Wine Cellars,895 Reston Rd,Roseburg,OR,97471,8611,Douglas
OR-W-441,"Girardet Wine Cellars, Inc.", ,895 Reston Rd,Roseburg,OR,97470,8611,Douglas
OR-W-442,"Chehalem, Inc.",Chehalem,31190 Ne Veritas Ln,Newberg,OR,97132,6958,Yamhill
OR-W-443,"The Academy Of Wine Of Oregon, Inc.", ,18200 Highway 238,Grants Pass,OR,97527,8631,Jackson
OR-W-444,L. Bernard And Anne E. Lerch,Hood River Vineyards,4693 Westwood Dr,Hood River,OR,97031,9741,Hood River
OR-W-447,"Wtv, Ltd.",Witness Tree Vineyard,7111 Spring Valley Rd Nw,Salem,OR,97304,9777,Polk
OR-W-448,"Domaine Serene Vineyards & Winery, Inc.",Domaine Serene,338 W Main St,Carlton,OR,97111,0,Yamhill
OR-W-449,Brick House Wine Company, ,18200 Ne Lewis Rogers Ln,Newberg,OR,97132,6583,Yamhill
OR-W-454,"Adelsheim Vineyard, L.L.C.", ,16800 Ne Calkins Ln,Newberg,OR,97132,6572,Yamhill
OR-W-456,Philip A. Kodak,Ashland Vineyards,2775 E Main St,Ashland,OR,97520,9781,Jackson
OR-W-458,Purdyco Wines Ltd.,Orchard Heights Winery And Island Princess Wines,6057 Orchard Heights Rd Nw,Salem,OR,97304,9509,Polk
OR-W-459,Harold John Medici,Medici Vineyards,28005 Ne Bell Rd,Newberg,OR,97132,6684,Yamhill
OR-W-460,"Elk Cove Vineyards, Inc.",Godlee Campbell Wine Co.,27751 Nw Olson Rd,Gaston,OR,97119,8042,Yamhill
OR-W-462,"Willakenzie Estate, Inc.", ,19143 Ne Laughlin Rd,Yamhill,OR,97148,8415,Yamhill
OR-W-464,High Pass Winery Llc, ,24757 Lavel Rd,Junction City,OR,97448,9335,Lane
OR-W-467,A & D Wine Company, ,1065 Ne Alpine Ave,Mcminnville,OR,97128,4017,Yamhill
OR-W-474,John C. Platt & Elizabeth Furse,Helvetia Winery,22770 Nw Yungen Rd,Hillsboro,OR,97124,8146,Washington
OR-W-476,Olson-Davis Inc.,Airlie Winery,15305 Dunn Forest Rd,Monmouth,OR,97361,9570,Polk
OR-W-478,"Abacela Vineyards And Winery, Inc.",Abacela Vineyards & Winery,12500 Lookingglass Rd,Roseburg,OR,97471,9067,Douglas
OR-W-480,"Mcmenamins, Inc.",Edgefield Winery,2126 Sw Halsey St,Troutdale,OR,97060,1026,Multnomah
OR-W-481,"Belle Pente Wine Cellars, L.L.C.",Belle Pente Wine Cellars,12470 Ne Rowland Rd,Carlton,OR,97111,9543,Yamhill
OR-W-482,"Springhill Cellars Winery, Inc.",Springhill Cellars,2920 Nw Scenic Dr,Albany,OR,97321,9827,Benton
OR-W-483,"Beran Vineyards, Inc.", ,30088 Sw Egger Rd,Hillsboro,OR,97123,9425,Washington
OR-W-485,"Bear Creek Winery, Inc.",Bear Creek Winery Of Oregon,6220 Caves Hwy,Cave Junction,OR,97523,9714,Josephine
OR-W-487,"Carlo And Julian Winery, Llc", ,1000 E Main St,Carlton,OR,97111,9101,Yamhill
OR-W-488,"Raptor Ridge Winery, Llc",Raptor Ridge Winery,29090 Sw Wildhaven Ln,Hillsboro,OR,97123,9457,Washington
OR-W-489,"Tyee Wine Cellars, Ltd.",Tyee Wine Cellars,26335 Greenberry Rd,Corvallis,OR,97333,9534,Benton
OR-W-491,Idylwood Wine Company, ,11517 Se Highway 212,Clackamas,OR,97015,9020,Clackamas
OR-W-492,"Pine Ridge Winery, Llc",Archery Summit Winery,18599 Ne Archery Summit Rd,Dayton,OR,97114,7202,Yamhill
OR-W-493,Cherry Hill Llc,Cherry Hill,9449 Sw Old Highway 47,Gaston,OR,97119,328,Washington
OR-W-494,"Freja Cellars, Llc",Freja Cellars,16691 Sw Mcfee Pl,Hillsboro,OR,97123,9040,Yamhill
OR-W-496,Van Duzer Vineyards L.L.C., ,11975 Smithfield Rd,Dallas,OR,97338,9339,Polk
OR-W-497,"Hauer Of The Dauen, Inc.",Hauer Of The Dauen,16425 Se Webfoot Rd,Dayton,OR,97114,8644,Yamhill
OR-W-499,Ken Wright Cellars Co,Ken Wright Cellars,236 N Kutch,Carlton,OR,97111,0,Yamhill
OR-W-500,Lemelson Winery Llc,Lemelson Vineyards,12020 Ne Stag Hollow Rd,Carlton,OR,97111,9566,Yamhill
OR-W-501,"Mystic Wines, Inc.",Mystic Wines,11931 Se Hood View Rd,Amity,OR,97101,0,Yamhill
OR-W-502,"Holloran Vineyard Wines, Llc",Holloran Vineyard Wines,2636 Sw Schaeffer Rd,West Linn,OR,97068,9659,Clackamas
OR-W-505,"Coleman Vineyard, Llc",Coleman Vineyard,22734 Sw Latham Rd,Mcminnville,OR,97128,8825,Yamhill
OR-W-508,"David Hill Vineyards, Llc",David Hill Vineyards And Winery,46350 Nw David Hill Rd,Forest Grove,OR,97116,0,Washington
OR-W-510,J. K. Carriere Llc,J. K. Carriere,9995 Ne Parrett Mountain Rd,Newberg,OR,97132,0,Yamhill
OR-W-511,Adea Wine Company, ,26421 Highway 47,Gaston,OR,97119,8209,Yamhill
OR-W-512,"Hamacher Wines, Inc.", ,801 N Scott St,Carlton,OR,97111,0,Yamhill
OR-W-513,"King Estate Winery, Lp; King Estate Winery, Llc, Gp",King Estate Winery,80854 Territorial Hwy,Eugene,OR,97405,9715,Lane
OR-W-514,"Bishop Creek Farms, Inc.",Urban Wineworks,407 Nw 16th Ave,Portland,OR,97209,2610,Multnomah
OR-W-519,"Lion Nathan Usa, Inc.",Argyle Winery,691 Highway 99 W,Dundee,OR,97115,0,Yamhill
OR-W-520,Christopher Dobson,Camas Close Winery,2480 S Church St,Dallas,OR,97338,9745,Polk
OR-W-522,"Patricia Green Cellars, Llc", ,15225 Ne North Valley Rd,Newberg,OR,97132,6596,Yamhill
OR-W-527,"Hipchicks Do Wine, L.L.C.",Hipchicks Do Wine,4510 Se 23rd Ave,Portland,OR,97202,4772,Multnomah
OR-W-530,"Cricket Hill Vineyard & Winery, Llc", ,2131 Little Applegate Rd,Jacksonville,OR,97530,9188,Jackson
OR-W-531,George W. Clarno,Old Bridge Winery,50706 Sandy Creek Rd,Remote,OR,97458,7833,Coos
OR-W-532,"Champoeg Holdings, Llc",Champoeg Wine Cellars,10375 Champoeg Rd Ne,Aurora,OR,97002,8657,Marion
OR-W-537,Robert E. Reid,Olalla Valley Vineyards,179 Deer Haven Ln,Winston,OR,97496,9624,Douglas
OR-W-538,"Domaine Serene Vineyards & Winery, Inc.",Domaine Serene,6555 Ne Hilltop Ln,Dayton,OR,97114,7227,Yamhill
OR-W-540,"Territorial Vineyards, Llc",Territorial Vineyards & Wine Company,907 W 3rd Ave,Eugene,OR,97402,4924,Lane
OR-W-541,"Deponte Cellars, Llc", ,17545 Ne Archery Summit Rd,Dayton,OR,97114,7201,Yamhill
OR-W-542,Charles W. Gilson,Pheasant Court Winery,1731 Pheasant Ct,Philomath,OR,97370,9000,Benton
OR-W-544,"Bergstrom Wines, Llc",Bergstrom Vineyards,18215 Ne Calkins Ln,Newberg,OR,97132,0,Yamhill
OR-W-546,"Cana's Feast Winery, L.L.C.", ,750 W Lincoln St,Carlton,OR,97111,9474,Yamhill
OR-W-547,"Greg Sanders, Llc",White Rose Wines,6250 Ne Hilltop Ln,Dayton,OR,97114,7237,Yamhill
OR-W-548,"Ford Farms, Llc", ,14940 Nw Gillihan Rd,Portland,OR,97231,1519,Multnomah
OR-W-549,"Walnut City Wineworks, Inc.",Walnut City Wineworks,475 Ne 17th St,Mcminnville,OR,97128,3326,Yamhill
OR-W-550,"Pacific Foods Of Oregon, Inc.", ,19480 Sw 97th Ave,Tualatin,OR,97062,8505,Clackamas
OR-W-551,Gregory Marsh Cramer,Marshanne Vineyard,175 Hogan Rd,Oakland,OR,97462,1111,Douglas
OR-W-559,"Cutler Management, Inc.",Flying Dutchman Winery,915 1st St,Otter Rock,OR,97369,0,Lincoln
OR-W-561,"Sparkling Oregon!, Llc",R. Stuart & Co.,845 Ne 5th St,Mcminnville,OR,97128,4201,Yamhill
OR-W-565,"Broadley Vineyards, Llc", ,265 S 5th St,Monroe,OR,97456,0,Benton
OR-W-566,"J. Christopher Wines, Inc.",J. Christopher Wines,2636 Sw Schaeffer Rd,West Linn,OR,97068,9659,Clackamas
OR-W-567,"Cherry Hill Vineyard, Llc",Cherry Hill Winery,7867 Crowley Rd,Rickreall,OR,97371,9744,Polk
OR-W-568,"Belle Vallee Cellars, Llc",Belle Vallee Cellars,804 Nw Buchanan Ave,Corvallis,OR,97330,6218,Benton
OR-W-570,"Foothill Winery At Hillcrest Orchard, Llc",Foothill Winery,3285 Hilcrest Rd,Medford,OR,97504,9318,Jackson
OR-W-572,"La Bete Wines, Inc.", ,21000 Sw Eagle Point Rd,Mcminnville,OR,97128,0,Yamhill
OR-W-573,"J. Albin Winery, Llc",J. Albin Winery,7867 Crowley Rd,Rickreall,OR,97371,0,Polk
OR-W-575,"William Hatcher Wines, Llc",William Hatcher Wines,18960 Ne Archery Summit Rd,Dayton,OR,97114,7204,Yamhill
OR-W-576,"Anderson Family Vineyard, Llc",Anderson Family Vineyard,20120 Ne Herring Ln,Newberg,OR,97132,7284,Yamhill
OR-W-577,"Gilstrap Brothers Wine Company, Llc",Gilstrap Brothers,69789 Antiles Ln,Cove,OR,97824,8202,Union
OR-W-578,"Orca Properties, Llc",Brandborg Vineyard And Winery,345 First St,Elkton,OR,97436,0,Douglas
OR-W-579,"Maysara Winery, Llc", ,15765 Sw Muddy Valley Rd,Mcminnville,OR,97128,8551,Yamhill
OR-W-581,"Ayres Vineyard, Llc", ,17971 Ne Lewis Rogers Ln,Newberg,OR,97132,6521,Yamhill
OR-W-582,"Oswego Hills Winery, Llc",Oswego Hills,450 Rosemont Rd,West Linn,OR,97068,9328,Clackamas
OR-W-583,"Prive Vineyard, Inc.",Prive Vineyard,28155 Ne Bell Rd,Newberg,OR,97132,6684,Yamhill
OR-W-584,Penner-Ash Llc,Penner-Ash Wine Cellars,15771 Ne Ribbon Ridge Rd,Newberg,OR,97132,1111,Yamhill
OR-W-585,"Dominio Iv, Llc",Dominio Iv,845 Ne 5th St,Mcminnville,OR,97128,0,Yamhill
OR-W-586,Richard David Teplick,Mekinzie Ridge Winery,4733 Ne 103rd Ave,Portland,OR,97220,3343,Multnomah
OR-W-587,"Sunset Ridge Vineyard, Llc", ,845 Ne 5th St,Mcminnville,OR,97128,4201,Yamhill
OR-W-589,Stanley Murayama,Stony Mountain Vineyard,21000 Sw Eagle Point Rd,Mcminnville,OR,97128,8555,Yamhill
OR-W-590,"Stone Wolf Vineyards, Inc.",Stone Wolf Cellars,2155 Ne Lafayette Ave,Mcminnville,OR,97128,9334,Yamhill
OR-W-592,"Lachini Vineyards, Llc",Lachini Vineyards,17545 Ne Archery Summit Rd,Dayton,OR,97114,7201,Yamhill
OR-W-594,"Andrus Family Investments, Llc",Gypsy Dancer Estates,35040 Sw Unger Rd,Cornelius,OR,97113,9607,Washington
OR-W-595,"Jacob Williams Winery, Llc", ,202 Wasco St,Hood River,OR,97031,0,Hood River
OR-W-596,John Edward Looney & Margaret Darlene Looney,Ribbon Ridge Estate,17979 Ne Lewis Rogers Ln,Newberg,OR,97132,6521,Yamhill
OR-W-598,James Devitt, ,11412 Highway 238,Jacksonville,OR,97530,9545,Jackson
OR-W-599,"Gran Land Trust, L.L.C.",Bryce Vineyard,801 N Scott St,Carlton,OR,97111,0,Yamhill
OR-W-604,"Kelley Family Vineyards, Inc.",Kelley Family Vineyards,18840 Williamson Rd,Newberg,OR,97132,6725,Yamhill
OR-W-606,Kenneth C. Slusser,Kathken Vineyards,5739 Orchard Heights Rd Nw,Salem,OR,97304,9529,Polk
OR-W-607,David Hamilton Winery Llc, ,150 Mountain Blvd,Mt Vernon,OR,97865,0,Grant
OR-W-609,"Cardwell Hill Cellars, Llc", ,24241 Cardwell Hill Dr,Philomath,OR,97370,9739,Benton
OR-W-611,"Nw Wine Company, Llc", ,20980 Ne Niederberger Rd,Dundee,OR,97115,0,Yamhill
OR-W-612,"D2e, Inc.",Troon Vineyard,1475 Kubli Rd,Grants Pass,OR,97527,8610,Jackson
OR-W-613,"Mt. Hood Winery, Inc.",Mt. Hood Winery,1930 Highway 35,Hood River,OR,97031,9550,Hood River
OR-W-614,"720 Wine Cellars, Llc",720 Wine Cellars,720 Wyatt Ln,Philomath,OR,97370,9022,Benton
OR-W-615,"Salmoneye, Llc",Francis Tannahill,9360 Se Eola Hills Rd,Amity,OR,97101,2416,Yamhill
OR-W-616,"Alloro Vineyard, Inc.", ,22075 Sw Lebeau Rd,Sherwood,OR,97140,8932,Washington
OR-W-617,"Stella Maris, Inc",Owen Roe,8400 Champoeg Rd Ne,Saint Paul,OR,97137,9746,Marion
OR-W-618,"Della Terra, Llc",Hillcrest Vineyards,240 Vineyard Ln,Roseburg,OR,97470,9097,Douglas
OR-W-619,D.J. Maragas Wine Co.,Maragas Winery,15523 Sw Highway 97,Culver,OR,97734,9661,Jefferson
OR-W-621,"King's Raven Winery, Inc.", ,4510 Se 23rd Ave,Portland,OR,97202,4772,Multnomah
OR-W-622,"Domaine De Maria Soter, Llc",Domaine De Maria Soter,10880 Ne Moneral Springs Rd,Carlton,OR,97111,9532,Yamhill
OR-W-623,"Racine Wine Co., Llc",Racine Wine Co.,13301 Ne Kuehne Rd,Carlton,OR,97111,0,Yamhill
OR-W-624,"Coeur De Terre Vineyard, Llc", ,21000 Sw Eagle Point Rd,Mcminnville,OR,97128,1111,Yamhill
OR-W-625,Zerba Group Llc,Zerba Group,83805 Winesap Rd,Milton Freewater,OR,97862,6870,Umatilla
OR-W-626,"Eieio & Co Negociant, Limited",Eieio & Co.,213 S Pine St,Carlton,OR,97111,0,Yamhill
OR-W-628,Blue Mountain Cider Company Llc, ,235 E Broadway Ave,Milton Freewater,OR,97862,1807,Umatilla
OR-W-629,"Boedecker Cellars, Llc", ,2621 Nw 30th Ave,Portland,OR,97210,0,Multnomah
OR-W-630,Alemseged Gebrehiwot,Queen Of Sheba International Foods,2413 Ne M L King Blvd,Portland,OR,97212,3730,Multnomah
OR-W-631,Larry J. Bartlemay,Wheatridge In The Nook,11102 Philippi Canyon Ln,Arlington,OR,97812,6502,Gilliam
OR-W-632,Jennison Wine Company Ltd.,Thistle Wines,26830 Nw Olson Rd,Gaston,OR,97119,8039,Yamhill
OR-W-633,"G.C. Wine Company, Llc",Grochau Cellars,2621 Nw 30th Ave,Portland,OR,97210,0,Multnomah
OR-W-634,"Wild Plum Farms, Inc.",Winter's Hill Vineyard,6451 Hilltop Ln,Dayton,OR,97114,0,Yamhill
OR-W-637,"Scott Paul Wines, Oregon, Llc",Scott Paul Wines,141 S Pine St,Carlton,OR,97111,1111,Yamhill
OR-W-638,Scott Gordon Byler,Saginaw Vineyard,80247 Delight Valley School Rd,Cottage Grove,OR,97424,7501,Lane
OR-W-639,Lumos Wine Company, ,845 Ne 5th St,Mcminnville,OR,97128,4201,Yamhill
OR-W-641,Rex C. Garoutte,Rosella's Vineyard,184 Missouri Flat Rd,Grants Pass,OR,97527,9466,Josephine
OR-W-643,"Ankeny Winery, Ltd.",Ankeny Winery,2565 Riverside Dr S,Salem,OR,97306,9750,Marion
OR-W-644,Columbia River Winery Inc.,Cathedral Ridge Winery,4200 Post Canyon Dr,Hood River,OR,97031,7725,Hood River
OR-W-646,"Rrv, Llc",Ribbon Ridge Vineyards,801 N Scott St,Carlton,OR,97111,0,Yamhill
OR-WS-15001,Independent Brewers United Corporation,Mac's Taproom,2730 Nw 31st Ave,Portland,OR,97210,1718,Multnomah
OR-WS-15003,Southern Wine Group Llc,Greengo Vintners,550 Sw Industrial Way,Bend,OR,97702,1084,Deschutes
PA-W-103,"Strasburg Cellars, Ltd.",Twin Brook Winery,5697 Strasburg Rd,Gap,PA,17527,9682,Lancaster
PA-W-104,"Mount Nittany Vineyard & Winery, Inc.",Mt. Nittany Vineyard & Winery,Rr 1 Box 138,Centre Hall,PA,16828,9602,Centre
PA-W-109,"Ullman, Edwin S",Rushland Ridge Vineyards,2655 Rushland Rd,Rushland,PA,18956,0,Bucks
PA-W-111,Blue Mountain Vineyards & Cellars Ltd., ,7627 Grape Vine Dr,New Tripoli,PA,18066,3726,Lehigh
PA-W-115,Harold C. Neibert,Fox Ridge Vineyard And Winery,3434 E Market St,York,PA,17402,2621,York
PA-W-116,"Seven Valleys Vineyard & Winery, Limited",Seven Valleys Vineyard And Winery,885 Georges Ct,Glen Rock,PA,17327,9196,York
PA-W-118,John A. Nordberg,Laurel Mountain Vineyard,Rr 1 Box 238,Falls Creek,PA,15840,9230,Jefferson
PA-W-119,"Glades Pike Winery, Inc.",Glades Pike Winery,2208 Glades Pike,Somerset,PA,15501,8516,Somerset
PA-W-120,"Big Creek Vineyard, Ltd.", ,Rr 5 Box 5270,Kunkletown,PA,18058,1805,Monroe
PA-W-122,"Tommy Kelly Caterer, Inc.",Philadelphia Wine Company,3049 Miller St,Philadelphia,PA,19134,0,Philadelphia
PA-W-123,"Paternini, Alfred J",Paternini Winery,21 Hemlock St,Ellsworth,PA,15331,0,Washington
PA-W-124,"Evergreen Valley Vineyards, Inc.", ,Rr 1 Box 173d,Luthersburg,PA,15848,9801,Clearfield
PA-W-125,Plumsock Corporation,Fox Leap Vineyards,7043 Goshen Rd,Newtown Square,PA,19073,1120,Delaware
PA-W-126,"Christian W. Klay Winery, Inc.",Christain W. Klay Winery,412 Fayette Springs Rd,Chalkhill,PA,15421,0,Fayette
PA-W-128,"Manatawny Creek Winery, Inc.", ,227 Levengood Rd,Douglassville,PA,19518,9211,Berks
PA-W-131,Bob Lewis Stoudt & David Carl Bashore,Bashore And Stoudt Country Winery,5784 Old Route 22,Shartlesville,PA,19554,0,Berks
PA-W-133,"Hiwassee Acres, Llc",Adams County Winery,251 Peach Tree Rd,Orrtanna,PA,17353,9753,Adams
PA-W-134,"Shade Mountain Winery, Inc.", ,Rr 2 Box 204,Middleburg,PA,17842,9539,Snyder
PA-W-136,"Arrowhead Wine Cellars, Inc.", ,12073 E Main Rd,North East,PA,16428,3641,Erie
PA-W-138,"Plum Run Winery, Inc.",Skocik's Plum Run Winery,11 Necessary St,Beallsville,PA,15313,0,Washington
PA-W-139,Stone Villa Wine Cellars Inc., ,Rr 1 Box 223,Acme,PA,15610,9717,Westmoreland
PA-W-140,"Flickerwood Wine Cellars, Inc.",Flickerwood Wine Cellars,309 Flickerwood Rd,Kane,PA,16735,3915,Mckean
PA-W-141,"Charles Jacquin Et Cie., Inc.", ,2633 Trenton Ave,Philadelphia,PA,19125,1837,Philadelphia
PA-W-142,"Fratelli Desiato Vineyards Enterprises, Inc.",Fratelli Desiato Vineyards,522 E Dark Hollow Rd,Pipersville,PA,18947,9378,Bucks
PA-W-145,"Wilhelm Winery, Inc.",Wilhelm Winery,590 Georgetown Rd,Hadley,PA,16130,1010,Mercer
PA-W-146,"Rose Bank Winery, L.L.C.",Rose Bank Winery,258 Durham Rd,Newtown,PA,18940,1121,Bucks
PA-W-147,"Lacasa Narcisi, Inc.",Lacasa Narcisi Winery,4578 Gibsonia Rd,Gibsonia,PA,15044,0,Allegheny
PA-W-149,"Mellon Estates, Inc.",The Vineyard By Mellon,640 Freeport Rd,Freeport,PA,16229,1805,Armstrong
PA-W-150,"Benigna's Creek Vineyard & Winery, Inc.", ,1585 Ridge Rd,Klingerstown,PA,17941,9637,Schuylkill
PA-W-15000,"Capra Collina Vineyard, Inc.",Capra Collina Vineyard,132 Constitution Ave,Jessup,PA,18434,1221,Lackawanna
PA-W-15001,"Paradocx Vineyard, Llc", ,1833 Flint Hill Rd,Landenberg,PA,19350,0,Chester
PA-W-15002,"Pickering Winery, Inc.",Pickering Winery,27697 Route 187,Wysox,PA,18854,8001,Bradford
PA-W-15003,"Northern Heritage Estate, Inc.", ,,Sunbury,PA,17801,9101,Northumberland
PA-W-15005,"Schaefer's Winery, Llc", ,70 Woodward Ave,Lock Haven,PA,17745,1623,Clinton
PA-W-15006,"Jersey Acres Farms, Inc.",Stone Mountain Wine Cellars,1615 Panther Valley Rd,Pine Grove,PA,17963,9014,Schuylkill
PA-W-15007,"Salford Valley Winery, Llc",Salford Valley Winery,98 Cressman Rd,Telford,PA,18969,1501,Montgomery
PA-W-15008,"Volant Mill Winery, Inc.",Volant Mill Winery,1229 Main St,Volant,PA,16156,6921,Lawrence
PA-W-15009,Four Springs Winery Llc, ,50 S Main St,Seven Valleys,PA,17360,0,York
PA-W-15010,Winfield Winery Llc,Winfield Winery,1026 Winfield Rd,Cabot,PA,16023,3104,Butler
PA-W-15011,American Beverage Corporation, ,1 Daily Way,Verona,PA,15147,1135,Allegheny
PA-W-15013,Antler Ridge Winery Inc, ,Rr1 Pob 569b Robinson Rd,Ulster,PA,18850,9749,Bradford
PA-W-15014,"Starr Financial Group, Inc.",Starr Hill Vineyard & Winery,861 Bailey Rd,Curwensville,PA,16833,7174,Clearfield
PA-W-15015,John J Ross,Rossi Wines,228 Main Ave,Aliquippa,PA,15001,2451,Beaver
PA-W-15017,"Lopez Winery & Vineyard, Inc.", ,Rr 1,Lopez,PA,18628,9338,Sullivan
PA-W-15018,"Leaser Lake Vineyards, Llc", ,7654 Leaser Rd,Kempton,PA,19529,8944,Berks
PA-W-15020,Wycombe Vineyards Inc,Wycombe Vineyards & Winery,1391 Forest Grove Rd,Furlong,PA,18925,1367,Bucks
PA-W-15021,Boyd's Cardinal Hollow Winery Corp,Boyd's Cardinal Hollow Winery,720 W Prospect Ave,North Wales,PA,19454,2644,Montgomery
PA-W-15022,"West Hanover Winery, Inc",Westhanover Winery,7646 Jonestown Rd,Harrisburg,PA,17112,9725,Dauphin
PA-W-15023,"Cullari Vineyards And Winery, Inc.",Cullari Vineyards And Winery,2149 Sand Hill Rd,Hershey,PA,17033,2660,Dauphin
PA-W-15026,"Laddsburg Mountain Winery, Inc.",Laddsburg Mountain Winery,,New Albany,PA,18833,9737,Bradford
PA-W-15027,"Nimble Hill Vineyard And Winery, Inc.",Nimble Hill Vineyard And Winery,219 Windswept Ln,Mehoopany,PA,18629,7885,Wyoming
PA-W-15029,Alan L. Chapel,Allegheny Cellars Winery,4772 Route 6,Sheffield,PA,16347,3238,Warren
PA-W-15030,"Hidden Creek Vineyard And Winery, Inc.",Hidden Creek Winery,,Laceyville,PA,18623,9555,Wyoming
PA-W-15031,Four Quarters Interfaith Sanctuary Of Earth Religion, ,190 Walker Ln,Artemas,PA,17211,8159,Bedford
PA-W-15032,"Briar Valley Vineyards And Winery, Inc.", ,8693 Lincoln Hwy,Bedford,PA,15522,9704,Bedford
PA-W-15033,Greenhouse Winery Llc,Greenhouse Winery,1048 Pinewood Rd,Irwin,PA,15642,7005,Westmoreland
PA-W-15034,"Stonekeep Meadery, Llc",Stonekeep Meadery,14 Osprey Ln,Birdsboro,PA,19508,9065,Berks
PA-W-15035,"Walnut Hill Winery, Inc.", ,638 Turner Dr,Blairsville,PA,15717,2804,Indiana
PA-W-15036,William Penn Corporation,Penns Woods Winery,1016 Saville Ave,Eddystone,PA,19022,1405,Delaware
PA-W-15037,"Volant Mill Winery, Inc.",Volant Mill Winery,80 Second St,Fredonia,PA,16124,2902,Mercer
PA-W-15039,"Sand Hill Winery, Llc",Greendance,306 Deerfield Rd,Mount Pleasant,PA,15666,9150,Westmoreland
PA-W-15040,Thomas D. Stutzman,Red Shale Ridge Vineyards,266 N Goodsprings Rd,Hegins,PA,17938,0,Schuylkill
PA-W-15041,"Brookmere Winery And Vineyard Inn, Inc.", ,5369 State Route 655,Belleville,PA,17004,9236,Mifflin
PA-W-15042,"Glatz Wine Cellars, Incorporated", ,2699 Brodhead Rd,Aliquippa,PA,15001,2767,Beaver
PA-W-15043,Leigh Hamilton Shields,Shields Demesne Winery,374 Smith Creek Rd,Spraggs,PA,15362,2004,Greene
PA-W-15044,"Carlo's Garage, Inc.",Carlo's Garage Winery,2022 Penn Ave,Pittsburgh,PA,15222,4459,Allegheny
PA-W-15045,"Walnut Ridge Vineyards, Inc.", ,557 Farrar School Rd,Avella,PA,15312,0,Washington
PA-W-15046,Thistle Corp.,Thistlethwaite Vineyards,151 Thistlethwaite Ln,Jefferson,PA,15344,0,Greene
PA-W-15047,"Grovedale Winery And Vineyard, Inc",Grovedale Winery,Rr 2 Box 5,Wyalusing,PA,18853,9605,Bradford
PA-W-15048,Daniel Ellsworth Proper Iii,Angeli Winery,42288 Snyder Rd,Titusville,PA,16354,4550,Crawford
PA-W-15049,"Reid's Orchard, Inc.", ,2135 Buchanan Valley Rd,Orrtanna,PA,17353,9213,Adams
PA-W-15050,"Hauser Estate, Inc",Hauser Estate Winery,410 Cashtown Rd,Biglerville,PA,17307,0,Adams
PA-W-15051,Lakeview Wine Cellars Llc, ,8440 Singer Rd,North East,PA,16428,0,Erie
PA-W-15052,Lucinda Sterner,High Rock Winery,7982 High Rock Rd W,Hanover,PA,17331,7998,York
PA-W-15053,"Maiolatesi Wine Cellars, Inc.", ,32 Cabernet Dr,Scott Township,PA,18447,0,Lackawanna
PA-W-15054,"French Creek Ridge Vineyards, Llc",J. Maki Winery,200 Grove Rd,Elverson,PA,19520,9013,Chester
PA-W-15055,Jan M. Waltz,Waltz Vineyards And Winery,1599 Old Line Rd,Manheim,PA,17545,8222,Lancaster
PA-W-15056,"Black Walnut Winery, Llc",Black Walnut Winery,3000 Lincoln Hwy,Sadsburyville,PA,19369,0,Chester
PA-W-15057,"Pocono Limited Winery, Inc.",Pocono Limited Winery,954 Mount Zion Ave,Stroudsburg,PA,18360,9792,Monroe
PA-W-15058,"Pavlick Hill Vineyard, Inc.",Pavlick Hill Vineyard,124 Pavlick Rd,Hunlock Creek,PA,18621,4534,Luzerne
